Name,FTF,BSF,BPFO,BPFI
NJ2218E,0.42,3.24,7.22,9.78
NJ2219E,0.42,3.1,7.16,9.84
NJ2220E,0.42,3.13,7.17,9.83
NJ2222E,0.42,3.19,7.2,9.8
NJ2224E,0.42,3.18,7.2,9.8
NJ2226E,0.42,3.15,7.18,9.82
NJ2228E,0.43,3.45,8.15,10.85
NJ2230E,0.43,3.46,8.16,10.84
NJ2232E,0.43,3.26,7.65,10.35
NJ2234E,0.42,3.12,7.17,9.83
NJ2236E,0.42,3.25,7.65,10.35
NJ2238E,0.43,3.28,7.66,10.34
NJ2240E,0.43,3.3,7.66,10.34
NJ2304,0.39,2.18,3.91,6.09
NJ2305,0.4,2.34,4.38,6.62
NJ2306,0.4,2.51,4.44,6.56
NJ2307,0.4,2.5,4.85,7.15
NJ2308,0.41,2.64,4.9,7.1
NJ2309,0.4,2.49,4.84,7.16
NJ2310,0.41,2.57,4.88,7.12
NJ2311,0.4,2.48,4.83,7.17
NJ2312,0.41,2.55,4.86,7.14
NJ2313,0.41,2.6,4.89,7.11
NJ2314,0.41,2.66,5.32,7.68
NJ2315,0.41,2.58,5.28,7.72
NJ2316,0.41,2.75,5.36,7.64
NJ2318,0.41,2.71,5.34,7.66
NJ2319,0.41,2.75,5.77,8.23
NJ2320,0.41,2.72,5.76,8.24
NJ2322,0.41,2.64,5.72,8.28
NJ2324,0.41,2.54,5.27,7.73
NJ2326,0.41,2.6,5.7,8.3
NJ2328,0.41,2.66,5.73,8.27
NJ2320,0.41,2.71,5.75,8.25
NJ2332,0.42,2.89,6.24,8.76
NJ2334,0.42,2.86,6.23,8.77
NJ2336,0.41,2.83,6.21,8.79
NJ2338,0.42,2.87,6.23,8.77
NJ2340,0.42,3.02,6.29,8.71
NJ2344,0.42,2.95,6.27,8.73
NJ2348,0.42,3,6.7,9.3
NJ2352,0.42,3.05,6.72,9.28
NJ2356,0.42,3.08,6.73,9.27
NJ2304E,0.38,1.91,3.77,6.23
NJ2305E,0.39,2.09,4.25,6.75
NJ2306E,0.39,2.23,4.72,7.28
NJ2307E,0.4,2.32,5.16,7.84
NJ2308E,0.39,2.25,4.73,7.27
NJ2309E,0.4,2.35,5.17,7.83
NJ2310E,0.4,2.44,5.22,7.78
NJ2311E,0.4,2.36,5.18,7.82
NJ2312E,0.4,2.43,5.21,7.79
NJ2313E,0.4,2.36,5.18,7.82
NJ2314E,0.4,2.42,5.21,7.79
NJ2315E,0.4,2.38,5.19,7.81
NJ2316E,0.4,2.42,5.21,7.79
NJ2317E,0.4,2.48,5.64,8.36
NJ2318E,0.4,2.43,5.21,7.79
NJ2319E,0.41,2.58,5.69,8.31
NJ2320E,0.4,2.39,5.2,7.8
NJ2322E,0.4,2.51,5.66,8.34
NJ2324E,0.4,2.43,5.21,7.79
NJ2326E,0.4,2.49,5.65,8.35
NJ2328E,0.41,2.55,5.68,8.32
NJ2330E,0.41,2.55,5.68,8.32
NJ2332E,0.4,2.53,5.67,8.33
NJ304,0.39,2.18,3.91,6.09
NJ305,0.4,2.34,4.38,6.62
NJ307,0.4,2.5,4.85,7.15
NJ308,0.41,2.64,4.9,7.1
NJ309,0.4,2.49,4.84,7.16
NJ310,0.41,2.57,4.88,7.12
NJ311,0.4,2.48,4.83,7.17
NJ312,0.41,2.55,4.86,7.14
NJ313,0.41,2.6,4.89,7.11
NJ314,0.41,2.67,5.32,7.68
NJ315,0.41,2.58,5.28,7.72
NJ316,0.41,2.75,5.77,8.23
NJ317,0.41,2.66,5.32,7.68
NJ318,0.41,2.71,5.34,7.66
NJ319,0.41,2.75,5.77,8.23
NJ320,0.41,2.72,5.76,8.24
NJ321,0.41,2.66,5.73,8.27
NJ322,0.41,2.64,5.72,8.28
NJ324,0.41,2.54,5.27,7.73
NJ326,0.41,2.6,5.7,8.3
NJ328,0.41,2.66,5.73,8.27
NJ330,0.41,2.71,5.75,8.25
NJ332,0.42,2.89,6.24,8.76
NJ334,0.42,2.86,6.23,8.77
NJ336,0.41,2.83,6.21,8.79
NJ338,0.42,2.87,6.23,8.77
NJ340,0.42,3.02,6.29,8.71
NJ344,0.42,2.95,6.27,8.73
NJ348,0.42,3,6.7,9.3
NJ352,0.42,3.05,6.72,9.28
NJ356,0.42,3.08,6.73,9.27
NJ304E,0.38,1.91,3.77,6.23
NJ305E,0.39,2.09,4.25,6.75
NJ306E,0.39,2.23,4.72,7.28
NJ307E,0.4,2.32,5.16,7.84
NJ308E,0.39,2.25,4.73,7.27
NJ309E,0.4,2.35,5.17,7.83
NJ310E,0.4,2.44,5.22,7.78
NJ311E,0.4,2.36,5.18,7.82
NJ312E,0.4,2.43,5.21,7.79
NJ313E,0.4,2.36,5.18,7.82
NJ314E,0.4,2.42,5.21,7.79
NJ315E,0.4,2.38,5.19,7.81
NJ316E,0.4,2.42,5.21,7.79
NJ318E,0.4,2.43,5.21,7.79
NJ319E,0.41,2.58,5.69,8.31
NJ320E,0.4,2.39,5.2,7.8
NJ322E,0.4,2.51,5.66,8.34
NJ324E,0.4,2.43,5.21,7.79
NJ326E,0.4,2.49,5.65,8.35
NJ328E,0.41,2.55,5.68,8.32
NJ330E,0.41,2.55,5.68,8.32
NJ332E,0.4,2.53,5.67,8.33
NJ405,0.38,2,3.44,5.56
NJ406,0.38,1.99,3.43,5.57
NJ407,0.39,2.16,3.9,6.1
NJ408,0.39,2.09,3.87,6.13
NJ409,0.39,2.18,4.3,6.7
NJ410,0.39,2.16,4.29,6.71
NJ411,0.4,2.33,4.37,6.63
NJ412,0.4,2.28,4.35,6.65
NJ413,0.4,2.34,4.77,7.23
NJ414,0.4,2.32,4.76,7.24
NJ415,0.39,2.26,4.34,6.66
NJ416,0.39,2.23,4.32,6.68
NJ417,0.39,2.16,4.29,6.71
NJ418,0.39,2.21,4.31,6.69
NJ419,0.4,2.36,4.78,7.22
NJ420,0.4,2.28,4.74,7.26
NJ421,0.4,2.3,4.75,7.25
NJ422,0.4,2.34,4.77,7.23
NJ424,0.4,2.28,4.74,7.26
NJ426,0.39,2.24,4.72,7.28
NJ438,0.4,2.3,4.75,7.25
NJ430,0.4,2.45,5.22,7.78
NF1005,0.42,3.2,5.93,8.07
NF1006,0.43,3.47,6.87,9.13
NF1007,0.43,3.68,7.36,9.64
NF1008,0.44,3.8,7.84,10.16
NF1009,0.44,3.94,7.88,10.12
NF1010,0.44,4.28,8.4,10.6
NF1011,0.44,4.49,8.9,11.1
NF1012,0.45,4.81,9.87,12.13
NF1013,0.45,5.12,10.39,12.61
NF1014,0.44,4.45,8.89,11.11
NF1015,0.45,4.71,9.4,11.6
NF1017,0.45,4.84,9.87,12.13
NF1018,0.45,4.74,9.85,12.15
NF1019,0.45,4.95,10.35,12.65
NF1020,0.45,5.16,10.85,13.15
NF1021,0.45,5.03,10.37,12.63
NF1022,0.45,4.62,9.82,12.18
NF1024,0.45,4.95,10.8,13.2
NF1026,0.45,4.8,10.32,12.68
NF1028,0.45,5.1,10.83,13.17
NF1030,0.45,5.16,11.3,13.7
NF1032,0.45,4.95,10.8,13.2
NF1034,0.45,4.84,10.32,12.68
NF1036,0.45,4.55,9.8,12.2
NF1038,0.45,4.75,10.3,12.7
NF1040,0.45,4.86,10.78,13.22
NF1044,0.45,4.61,10.27,12.73
NF1048,0.45,4.95,11.25,13.75
NF1052,0.45,4.8,10.76,13.24
NF1056,0.45,5.1,11.29,13.71
NF1060,0.45,4.7,10.29,12.71
NF1064,0.45,4.95,10.8,13.2
NF1068,0.45,4.73,10.3,12.7
NF1072,0.45,4.95,10.8,13.2
NF1076,0.45,5.18,11.3,13.7
NF1080,0.45,4.95,10.8,13.2
NF1084,0.45,5.15,11.3,13.7
NF1088,0.45,5.19,11.31,13.69
NF1092,0.45,5.23,11.32,13.68
NF1096,0.45,5.42,11.81,14.19
NF10/500,0.46,5.61,12.31,14.69
NF204,0.4,2.49,4.44,6.56
NF205,0.42,2.89,5.41,7.59
NF206,0.42,2.99,5.44,7.56
NF207,0.41,2.85,5.39,7.61
NF208,0.42,2.92,5.42,7.58
NF209,0.42,3.18,5.92,8.08
NF210,0.43,3.45,6.87,9.13
NF211,0.43,3.45,6.86,9.14
NF212,0.43,3.5,6.88,9.12
NF213,0.43,3.5,6.88,9.12
NF214,0.43,3.69,7.37,9.63
NF215,0.43,3.59,7.34,9.66
NF217,0.43,3.62,7.35,9.65
NF218,0.43,3.4,6.85,9.15
NF219,0.43,3.41,6.85,9.15
NF220,0.43,3.43,6.86,9.14
NF221,0.43,3.45,6.86,9.14
NF222,0.43,3.31,6.82,9.18
NF224,0.43,3.42,7.28,9.72
NF226,0.43,3.69,7.8,10.2
NF228,0.43,3.69,7.8,10.2
NF230,0.43,3.68,7.8,10.2
NF232,0.43,3.68,7.8,10.2
NF234,0.43,3.69,7.8,10.2
NF236,0.44,3.84,8.28,10.72
NF238,0.44,3.83,8.28,10.72
NF240,0.44,3.83,8.28,10.72
NF244,0.44,3.81,8.27,10.73
NF248,0.43,3.71,8.24,10.76
NF252,0.43,3.63,8.22,10.78
NF256,0.44,3.84,8.72,11.28
NF260,0.43,3.68,8.23,10.77
NF264,0.43,3.68,8.23,10.77
NF204E,0.39,2.16,4.29,6.71
NF205E,0.4,2.51,5.25,7.75
NF206E,0.4,2.49,5.24,7.76
NF207E,0.41,2.61,5.71,8.29
NF208E,0.41,2.66,5.73,8.27
NF209E,0.42,2.89,6.24,8.76
NF210E,0.42,3.13,6.75,9.25
NF211E,0.42,3.18,6.77,9.23
NF212E,0.42,2.99,6.7,9.3
NF213E,0.42,3.04,6.72,9.28
NF214E,0.42,3.21,7.21,9.79
NF215E,0.43,3.38,7.7,10.3
NF216E,0.43,3.41,7.71,10.29
NF217E,0.42,3.22,7.21,9.79
NF218E,0.42,3.24,7.22,9.78
NF219E,0.42,3.1,7.16,9.84
NF220E,0.42,3.13,7.17,9.83
NF222E,0.42,3.19,7.2,9.8
NF224E,0.42,3.18,7.2,9.8
NF226E,0.42,3.16,7.19,9.81
NF228E,0.43,3.45,8.15,10.85
NF232E,0.43,3.48,8.16,10.84
NF234E,0.43,3.3,7.67,10.33
NF236E,0.43,3.44,8.15,10.85
NF238E,0.43,3.46,8.15,10.85
NF240E,0.43,3.47,8.16,10.84
NF2204,0.4,2.49,4.44,6.56
NF2205,0.42,2.89,5.41,7.59
NF2206,0.42,2.99,5.44,7.56
NF2207,0.41,2.85,5.39,7.61
NF2208,0.42,2.92,5.42,7.58
NF2209,0.42,3.18,5.92,8.08
NF2210,0.43,3.45,6.87,9.13
NF2211,0.43,3.45,6.86,9.14
NF2212,0.43,3.5,6.88,9.12
NF2213,0.43,3.5,6.88,9.12
NF2214,0.43,3.69,7.37,9.63
NF2215,0.43,3.59,7.34,9.66
NF2216,0.43,3.61,7.35,9.65
NF2217,0.43,3.62,7.35,9.65
NF2218,0.43,3.4,6.85,9.15
NF2219,0.43,3.41,6.85,9.15
NF2220,0.43,3.43,6.86,9.14
NF2222,0.43,3.31,6.82,9.18
NF2224,0.43,3.42,7.28,9.72
NF2226,0.43,3.69,7.8,10.2
NF2228,0.43,3.69,7.8,10.2
NF2230,0.43,3.68,7.8,10.2
NF2232,0.43,3.68,7.8,10.2
NF2234,0.43,3.69,7.8,10.2
NF2236,0.44,3.84,8.28,10.72
NF2238,0.44,3.83,8.28,10.72
NF2240,0.44,3.83,8.28,10.72
NF2244,0.44,3.81,8.27,10.73
NF2248,0.43,3.71,8.24,10.76
NF2252,0.43,3.63,8.22,10.78
NF2256,0.44,3.84,8.72,11.28
NF2260,0.43,3.68,8.23,10.77
NF2264,0.43,3.68,8.23,10.77
NF2204E,0.39,2.16,4.29,6.71
NF2205E,0.4,2.51,5.25,7.75
NF2206E,0.4,2.49,5.24,7.76
NF2207E,0.41,2.61,5.71,8.29
NF2209E,0.42,2.89,6.24,8.76
NF2210E,0.42,3.13,6.75,9.25
NF2211E,0.42,3.18,6.77,9.23
NF2212E,0.42,2.99,6.7,9.3
NF2213E,0.42,3.04,6.72,9.28
NF2214E,0.42,3.21,7.21,9.79
NF2215E,0.43,3.38,7.7,10.3
NF2216E,0.43,3.41,7.71,10.29
NF2217E,0.42,3.22,7.21,9.79
NF2218E,0.42,3.24,7.22,9.78
NF2219E,0.42,3.1,7.16,9.84
NF2220E,0.42,3.13,7.17,9.83
NF2222E,0.42,3.19,7.2,9.8
NF2224E,0.42,3.18,7.2,9.8
NF2226E,0.42,3.15,7.18,9.82
NF2228E,0.43,3.45,8.15,10.85
NF2230E,0.43,3.46,8.16,10.84
NF2232E,0.43,3.26,7.65,10.35
NF2234E,0.42,3.12,7.17,9.83
NF2236E,0.42,3.25,7.65,10.35
NF2238E,0.43,3.28,7.66,10.34
NF2240E,0.43,3.3,7.66,10.34
NF2304,0.39,2.18,3.91,6.09
NF2305,0.4,2.34,4.38,6.62
NF2306,0.4,2.51,4.44,6.56
NF2307,0.4,2.5,4.85,7.15
NF2308,0.41,2.64,4.9,7.1
NF2309,0.4,2.49,4.84,7.16
NF2310,0.41,2.57,4.88,7.12
NF2311,0.4,2.48,4.83,7.17
NF2312,0.41,2.55,4.86,7.14
NF2313,0.41,2.6,4.89,7.11
NF2314,0.41,2.66,5.32,7.68
NF2315,0.41,2.58,5.28,7.72
NF2316,0.41,2.75,5.36,7.64
NF2317,0.41,2.66,5.32,7.68
NF2318,0.41,2.71,5.34,7.66
NF2319,0.41,2.75,5.77,8.23
NF2320,0.41,2.72,5.76,8.24
NF2322,0.41,2.64,5.72,8.28
NF2324,0.41,2.54,5.27,7.73
NF2326,0.41,2.6,5.7,8.3
NF2320,0.41,2.71,5.75,8.25
NF2332,0.42,2.89,6.24,8.76
NF2334,0.42,2.86,6.23,8.77
NF2336,0.41,2.83,6.21,8.79
NF2338,0.42,2.87,6.23,8.77
NF2340,0.42,3.02,6.29,8.71
NF2344,0.42,2.95,6.27,8.73
NF2348,0.42,3,6.7,9.3
NF2352,0.42,3.05,6.72,9.28
NF2356,0.42,3.08,6.73,9.27
NF2304E,0.38,1.91,3.77,6.23
NF2305E,0.39,2.09,4.25,6.75
NF2306E,0.39,2.23,4.72,7.28
NF2307E,0.4,2.32,5.16,7.84
NF2308E,0.39,2.25,4.73,7.27
NF2309E,0.4,2.35,5.17,7.83
NF2310E,0.4,2.44,5.22,7.78
NF2311E,0.4,2.36,5.18,7.82
NF2312E,0.4,2.43,5.21,7.79
NF2313E,0.4,2.36,5.18,7.82
NF2314E,0.4,2.42,5.21,7.79
NF2315E,0.4,2.38,5.19,7.81
NF2316E,0.4,2.42,5.21,7.79
NF2317E,0.4,2.48,5.64,8.36
NF2318E,0.4,2.43,5.21,7.79
NF2319E,0.41,2.58,5.69,8.31
NF2320E,0.4,2.39,5.2,7.8
NF2322E,0.4,2.51,5.66,8.34
NF2324E,0.4,2.43,5.21,7.79
NF2326E,0.4,2.49,5.65,8.35
NF2328E,0.41,2.55,5.68,8.32
NF2330E,0.41,2.55,5.68,8.32
NF2332E,0.4,2.53,5.67,8.33
NF304,0.39,2.18,3.91,6.09
NF305,0.4,2.34,4.38,6.62
NF306,0.4,2.51,4.44,6.56
NF307,0.4,2.5,4.85,7.15
NF308,0.41,2.64,4.9,7.1
NF309,0.4,2.49,4.84,7.16
NF310,0.41,2.57,4.88,7.12
NF311,0.4,2.48,4.83,7.17
NF312,0.41,2.55,4.86,7.14
NF314,0.41,2.67,5.32,7.68
NF315,0.41,2.58,5.28,7.72
NF316,0.41,2.75,5.77,8.23
NF317,0.41,2.66,5.32,7.68
NF318,0.41,2.71,5.34,7.66
NF319,0.41,2.75,5.77,8.23
NF320,0.41,2.72,5.76,8.24
NF321,0.41,2.66,5.73,8.27
NF322,0.41,2.64,5.72,8.28
NF324,0.41,2.54,5.27,7.73
NF326,0.41,2.6,5.7,8.3
NF328,0.41,2.66,5.73,8.27
NF330,0.41,2.71,5.75,8.25
NF332,0.42,2.89,6.24,8.76
NF334,0.42,2.86,6.23,8.77
NF336,0.41,2.83,6.21,8.79
NF338,0.42,2.87,6.23,8.77
NF340,0.42,3.02,6.29,8.71
NF344,0.42,2.95,6.27,8.73
NF348,0.42,3,6.7,9.3
NF352,0.42,3.05,6.72,9.28
NF356,0.42,3.08,6.73,9.27
NF304E,0.38,1.91,3.77,6.23
NF305E,0.39,2.09,4.25,6.75
NF306E,0.39,2.23,4.72,7.28
NF307E,0.4,2.32,5.16,7.84
NF308E,0.39,2.25,4.73,7.27
NF309E,0.4,2.35,5.17,7.83
NF310E,0.4,2.44,5.22,7.78
NF311E,0.4,2.36,5.18,7.82
NF312E,0.4,2.43,5.21,7.79
NF313E,0.4,2.36,5.18,7.82
NF314E,0.4,2.42,5.21,7.79
NF315E,0.4,2.38,5.19,7.81
NF316E,0.4,2.42,5.21,7.79
NF317E,0.4,2.48,5.64,8.36
NF318E,0.4,2.43,5.21,7.79
NF319E,0.41,2.58,5.69,8.31
NF320E,0.4,2.39,5.2,7.8
NF322E,0.4,2.51,5.66,8.34
NF324E,0.4,2.43,5.21,7.79
NF326E,0.4,2.49,5.65,8.35
NF330E,0.41,2.55,5.68,8.32
NF332E,0.4,2.53,5.67,8.33
NF405,0.38,2,3.44,5.56
NF406,0.38,1.99,3.43,5.57
NF407,0.39,2.16,3.9,6.1
NF408,0.39,2.09,3.87,6.13
NF409,0.39,2.18,4.3,6.7
NF410,0.39,2.16,4.29,6.71
NF411,0.4,2.33,4.37,6.63
NF412,0.4,2.28,4.35,6.65
NF413,0.4,2.34,4.77,7.23
NF414,0.4,2.32,4.76,7.24
NF415,0.39,2.26,4.34,6.66
NF416,0.39,2.23,4.32,6.68
NF417,0.39,2.16,4.29,6.71
NF418,0.39,2.21,4.31,6.69
NF419,0.4,2.36,4.78,7.22
NF420,0.4,2.28,4.74,7.26
NF421,0.4,2.3,4.75,7.25
NF422,0.4,2.34,4.77,7.23
NF424,0.4,2.28,4.74,7.26
NF426,0.39,2.24,4.72,7.28
NF438,0.4,2.3,4.75,7.25
NF430,0.4,2.45,5.22,7.78
NUP1005,0.42,3.2,5.93,8.07
NUP1006,0.43,3.47,6.87,9.13
NUP1007,0.43,3.68,7.36,9.64
NUP1008,0.44,3.8,7.84,10.16
NUP1009,0.44,3.94,7.88,10.12
NUP1010,0.44,4.28,8.4,10.6
NUP1011,0.44,4.49,8.9,11.1
NUP1012,0.45,4.81,9.87,12.13
NUP1013,0.45,5.12,10.39,12.61
NUP1014,0.44,4.45,8.89,11.11
NUP1015,0.45,4.71,9.4,11.6
NUP1016,0.45,4.61,9.37,11.63
NUP1017,0.45,4.84,9.87,12.13
NUP1018,0.45,4.74,9.85,12.15
NUP1019,0.45,4.95,10.35,12.65
NUP1020,0.45,5.16,10.85,13.15
NUP1021,0.45,5.03,10.37,12.63
NUP1022,0.45,4.62,9.82,12.18
NUP1026,0.45,4.8,10.32,12.68
NUP1028,0.45,5.1,10.83,13.17
NUP1030,0.45,5.16,11.3,13.7
NUP1032,0.45,4.95,10.8,13.2
NUP1034,0.45,4.84,10.32,12.68
NUP1036,0.45,4.55,9.8,12.2
NUP1038,0.45,4.75,10.3,12.7
NUP1040,0.45,4.86,10.78,13.22
NUP1044,0.45,4.61,10.27,12.73
NUP1048,0.45,4.95,11.25,13.75
NUP1052,0.45,4.8,10.76,13.24
NUP1056,0.45,5.1,11.29,13.71
NUP1060,0.45,4.7,10.29,12.71
NUP1064,0.45,4.95,10.8,13.2
NUP1068,0.45,4.73,10.3,12.7
NUP1072,0.45,4.95,10.8,13.2
NUP1076,0.45,5.18,11.3,13.7
NUP1080,0.45,4.95,10.8,13.2
NUP1084,0.45,5.15,11.3,13.7
NUP1088,0.45,5.19,11.31,13.69
NUP1092,0.45,5.23,11.32,13.68
NUP1096,0.45,5.42,11.81,14.19
NUP10/500,0.46,5.61,12.31,14.69
NUP204,0.4,2.49,4.44,6.56
NUP205,0.42,2.89,5.41,7.59
NUP206,0.42,2.99,5.44,7.56
NUP207,0.41,2.85,5.39,7.61
NUP208,0.42,2.92,5.42,7.58
NUP209,0.42,3.18,5.92,8.08
NUP210,0.43,3.45,6.87,9.13
NUP211,0.43,3.45,6.86,9.14
NUP212,0.43,3.5,6.88,9.12
NUP213,0.43,3.5,6.88,9.12
NUP214,0.43,3.69,7.37,9.63
NUP215,0.43,3.59,7.34,9.66
NUP216,0.43,3.61,7.35,9.65
NUP217,0.43,3.62,7.35,9.65
NUP218,0.43,3.4,6.85,9.15
NUP219,0.43,3.41,6.85,9.15
NUP220,0.43,3.43,6.86,9.14
NUP221,0.43,3.45,6.86,9.14
NUP222,0.43,3.31,6.82,9.18
NUP226,0.43,3.69,7.8,10.2
NUP228,0.43,3.69,7.8,10.2
NUP230,0.43,3.68,7.8,10.2
NUP232,0.43,3.68,7.8,10.2
NUP234,0.43,3.69,7.8,10.2
NUP236,0.44,3.84,8.28,10.72
NUP238,0.44,3.83,8.28,10.72
NUP240,0.44,3.83,8.28,10.72
NUP244,0.44,3.81,8.27,10.73
NUP248,0.43,3.71,8.24,10.76
NUP252,0.43,3.63,8.22,10.78
NUP256,0.44,3.84,8.72,11.28
NUP260,0.43,3.68,8.23,10.77
NUP264,0.43,3.68,8.23,10.77
NUP204E,0.39,2.16,4.29,6.71
NUP205E,0.4,2.51,5.25,7.75
NUP206E,0.4,2.49,5.24,7.76
NUP207E,0.41,2.61,5.71,8.29
NUP208E,0.41,2.66,5.73,8.27
NUP209E,0.42,2.89,6.24,8.76
NUP210E,0.42,3.13,6.75,9.25
NUP211E,0.42,3.18,6.77,9.23
NUP212E,0.42,2.99,6.7,9.3
NUP213E,0.42,3.04,6.72,9.28
NUP214E,0.42,3.21,7.21,9.79
NUP215E,0.43,3.38,7.7,10.3
NUP216E,0.43,3.41,7.71,10.29
NUP217E,0.42,3.22,7.21,9.79
NUP218E,0.42,3.24,7.22,9.78
NUP219E,0.42,3.1,7.16,9.84
NUP220E,0.42,3.13,7.17,9.83
NUP222E,0.42,3.19,7.2,9.8
NUP224E,0.42,3.18,7.2,9.8
NUP226E,0.42,3.16,7.19,9.81
NUP228E,0.43,3.45,8.15,10.85
NUP230E,0.43,3.46,8.16,10.84
NUP232E,0.43,3.48,8.16,10.84
NUP234E,0.43,3.3,7.67,10.33
NUP236E,0.43,3.44,8.15,10.85
NUP238E,0.43,3.46,8.15,10.85
NUP240E,0.43,3.47,8.16,10.84
NUP2204,0.4,2.49,4.44,6.56
NUP2206,0.42,2.99,5.44,7.56
NUP2207,0.41,2.85,5.39,7.61
NUP2208,0.42,2.92,5.42,7.58
NUP2209,0.42,3.18,5.92,8.08
NUP2210,0.43,3.45,6.87,9.13
NUP2211,0.43,3.45,6.86,9.14
NUP2212,0.43,3.5,6.88,9.12
NUP2213,0.43,3.5,6.88,9.12
NUP2214,0.43,3.69,7.37,9.63
NUP2215,0.43,3.59,7.34,9.66
NUP2216,0.43,3.61,7.35,9.65
NUP2217,0.43,3.62,7.35,9.65
NUP2218,0.43,3.4,6.85,9.15
NUP2219,0.43,3.41,6.85,9.15
NUP2220,0.43,3.43,6.86,9.14
NUP2222,0.43,3.31,6.82,9.18
NUP2224,0.43,3.42,7.28,9.72
NUP2226,0.43,3.69,7.8,10.2
NUP2228,0.43,3.69,7.8,10.2
NUP2230,0.43,3.68,7.8,10.2
NUP2232,0.43,3.68,7.8,10.2
NUP2234,0.43,3.69,7.8,10.2
NUP2236,0.44,3.84,8.28,10.72
NUP2238,0.44,3.83,8.28,10.72
NUP2240,0.44,3.83,8.28,10.72
NUP2244,0.44,3.81,8.27,10.73
NUP2248,0.43,3.71,8.24,10.76
NUP2252,0.43,3.63,8.22,10.78
NUP2256,0.44,3.84,8.72,11.28
NUP2260,0.43,3.68,8.23,10.77
NUP2264,0.43,3.68,8.23,10.77
NUP2204E,0.39,2.16,4.29,6.71
NUP2205E,0.4,2.51,5.25,7.75
NUP2206E,0.4,2.49,5.24,7.76
NUP2207E,0.41,2.61,5.71,8.29
NUP2208E,0.41,2.66,5.73,8.27
NUP2209E,0.42,2.89,6.24,8.76
NUP2210E,0.42,3.13,6.75,9.25
NUP2211E,0.42,3.18,6.77,9.23
NUP2212E,0.42,2.99,6.7,9.3
NUP2213E,0.42,3.04,6.72,9.28
NUP2214E,0.42,3.21,7.21,9.79
NUP2216E,0.43,3.41,7.71,10.29
NUP2217E,0.42,3.22,7.21,9.79
NUP2218E,0.42,3.24,7.22,9.78
NUP2219E,0.42,3.1,7.16,9.84
NUP2220E,0.42,3.13,7.17,9.83
NUP2222E,0.42,3.19,7.2,9.8
NUP2224E,0.42,3.18,7.2,9.8
NUP2226E,0.42,3.15,7.18,9.82
NUP2228E,0.43,3.45,8.15,10.85
NUP2230E,0.43,3.46,8.16,10.84
NUP2232E,0.43,3.26,7.65,10.35
NUP2234E,0.42,3.12,7.17,9.83
NUP2236E,0.42,3.25,7.65,10.35
NUP2238E,0.43,3.28,7.66,10.34
NUP2240E,0.43,3.3,7.66,10.34
NUP2304,0.39,2.18,3.91,6.09
NUP2305,0.4,2.34,4.38,6.62
NUP2306,0.4,2.51,4.44,6.56
NUP2307,0.4,2.5,4.85,7.15
NUP2308,0.41,2.64,4.9,7.1
NUP2309,0.4,2.49,4.84,7.16
NUP2310,0.41,2.57,4.88,7.12
NUP2311,0.4,2.48,4.83,7.17
NUP2312,0.41,2.55,4.86,7.14
NUP2313,0.41,2.6,4.89,7.11
NUP2314,0.41,2.66,5.32,7.68
NUP2315,0.41,2.58,5.28,7.72
NUP2316,0.41,2.75,5.36,7.64
NUP2317,0.41,2.66,5.32,7.68
NUP2318,0.41,2.71,5.34,7.66
NUP2319,0.41,2.75,5.77,8.23
NUP2320,0.41,2.72,5.76,8.24
NUP2322,0.41,2.64,5.72,8.28
NUP2324,0.41,2.54,5.27,7.73
NUP2326,0.41,2.6,5.7,8.3
NUP2328,0.41,2.66,5.73,8.27
NUP2320,0.41,2.71,5.75,8.25
NUP2332,0.42,2.89,6.24,8.76
NUP2334,0.42,2.86,6.23,8.77
NUP2336,0.41,2.83,6.21,8.79
NUP2338,0.42,2.87,6.23,8.77
NUP2340,0.42,3.02,6.29,8.71
NUP2348,0.42,3,6.7,9.3
NUP2352,0.42,3.05,6.72,9.28
NUP2356,0.42,3.08,6.73,9.27
NUP2304E,0.38,1.91,3.77,6.23
NUP2305E,0.39,2.09,4.25,6.75
NUP2306E,0.39,2.23,4.72,7.28
NUP2307E,0.4,2.32,5.16,7.84
NUP2308E,0.39,2.25,4.73,7.27
NUP2309E,0.4,2.35,5.17,7.83
NUP2310E,0.4,2.44,5.22,7.78
NUP2311E,0.4,2.36,5.18,7.82
NUP2312E,0.4,2.43,5.21,7.79
NUP2313E,0.4,2.36,5.18,7.82
NUP2314E,0.4,2.42,5.21,7.79
NUP2315E,0.4,2.38,5.19,7.81
NUP2316E,0.4,2.42,5.21,7.79
NUP2317E,0.4,2.48,5.64,8.36
NUP2318E,0.4,2.43,5.21,7.79
NUP2319E,0.41,2.58,5.69,8.31
NUP2320E,0.4,2.39,5.2,7.8
NUP2322E,0.4,2.51,5.66,8.34
NUP2324E,0.4,2.43,5.21,7.79
NUP2326E,0.4,2.49,5.65,8.35
NUP2328E,0.41,2.55,5.68,8.32
NUP2330E,0.41,2.55,5.68,8.32
NUP2332E,0.4,2.53,5.67,8.33
NUP304,0.39,2.18,3.91,6.09
NUP305,0.4,2.34,4.38,6.62
NUP306,0.4,2.51,4.44,6.56
NUP307,0.4,2.5,4.85,7.15
NUP308,0.41,2.64,4.9,7.1
NUP309,0.4,2.49,4.84,7.16
NUP310,0.41,2.57,4.88,7.12
NUP311,0.4,2.48,4.83,7.17
NUP312,0.41,2.55,4.86,7.14
NUP313,0.41,2.6,4.89,7.11
NUP314,0.41,2.67,5.32,7.68
